Role,Company,Location,City_Key,State,Salary,Real_Wage,Unemployment_Rate,Cost of Living Index,description,Latitude,Longitude
Software Engineer,Leidos,"Omaha, Douglas County",omaha,NE,105984.46,141312.61333333334,2.8,75.0,"Job Description Description Leidos has challenging and exciting C/C++ developer opportunities available now! We are seeking a talented Junior Software Engineer to join our dynamic Agile software teams in Omaha, Nebraska where you can let your inner geek shine! Do you like working with pointers? Do you want to get away from all-day meetings and focus on solving technical problems? Do you crave autonomy to solve your own problems? Do you enjoy being surrounded by others that share your affinity f…",41.266108,-95.933046
Software Engineer,Leidos,"Rockville, Tolland County",rockville,CT,190208.88,238207.73951158422,3.8,79.85,"Job Description Description Are you ready to join Leidos all-star team? Through training, teamwork, and exposure to challenging technical work, let Leidos show how to accelerate your career path. Leidos has an exciting opening for you as our next TS/SCI cleared Software Engineer supporting a long-term DIA-NDOC DOMEX Technology Platform (DTP) contract. Working closely with Systems Engineers, Software Engineers, and Architects, this position provides an opportunity to have impact as part of a mis…",41.866764,-72.449529
Software Engineer,Leidos,"Silver Spring, Montgomery County",silver spring,MD,188033.22,254615.05754908602,2.7,73.85,"Job Description Description Are you ready to join Leidos all-star team? Through training, teamwork, and exposure to challenging technical work, let Leidos show how to accelerate your career path. Leidos has an exciting opening for you as our next TS/SCI cleared Software Engineer supporting a long-term DIA-NDOC DOMEX Technology Platform (DTP) contract. Working closely with Systems Engineers, Software Engineers, and Architects, this position provides an opportunity to have impact as part of a mis…",39.020767,-77.004626
Software Engineer,Leidos,"Glen Echo, Montgomery County",glen echo,MD,186931.64,253123.41232227493,2.7,73.85,"Job Description Description Are you ready to join Leidos all-star team? Through training, teamwork, and exposure to challenging technical work, let Leidos show how to accelerate your career path. Leidos has an exciting opening for you as our next TS/SCI cleared Software Engineer supporting a long-term DIA-NDOC DOMEX Technology Platform (DTP) contract. Working closely with Systems Engineers, Software Engineers, and Architects, this position provides an opportunity to have impact as part of a mis…",38.9693,-77.142697
Software Engineer,Leidos,"Bethesda, Wayne County",bethesda,KY,200925.89,333542.3140770252,4.4,60.24,"Job Description Description Are you ready to join Leidos all-star team? Through training, teamwork, and exposure to challenging technical work, let Leidos show how to accelerate your career path. Leidos has an exciting opening for you as our next TS/SCI cleared Software Engineer supporting a long-term DIA-NDOC DOMEX Technology Platform (DTP) contract. Working closely with Systems Engineers, Software Engineers, and Architects, this position provides an opportunity to have impact as part of a mis…",36.789707,-84.908348
Software Engineer,Leidos,"Arlington, Arlington County",arlington,VA,189988.23,286947.93837788847,2.7,66.21000000000001,"Job Description Description Are you ready to join Leidos all-star team? Through training, teamwork, and exposure to challenging technical work, let Leidos show how to accelerate your career path. Leidos has an exciting opening for you as our next TS/SCI cleared Software Engineer supporting a long-term DIA-NDOC DOMEX Technology Platform (DTP) contract. Working closely with Systems Engineers, Software Engineers, and Architects, this position provides an opportunity to have impact as part of a mis…",38.884513,-77.093858
Software Engineer,Leidos,"Gaithersburg, Montgomery County",gaithersburg,MD,196981.77,266732.2545700745,2.7,73.85,"Job Description Description Are you ready to join Leidos all-star team? Through training, teamwork, and exposure to challenging technical work, let Leidos show how to accelerate your career path. Leidos has an exciting opening for you as our next TS/SCI cleared Software Engineer supporting a long-term DIA-NDOC DOMEX Technology Platform (DTP) contract. Working closely with Systems Engineers, Software Engineers, and Architects, this position provides an opportunity to have impact as part of a mis…",39.139295,-77.180452
Software Engineer,Leidos,"Takoma Park, Montgomery County",takoma park,MD,189178.97,256166.5132024374,2.7,73.85,"Job Description Description Are you ready to join Leidos all-star team? Through training, teamwork, and exposure to challenging technical work, let Leidos show how to accelerate your career path. Leidos has an exciting opening for you as our next TS/SCI cleared Software Engineer supporting a long-term DIA-NDOC DOMEX Technology Platform (DTP) contract. Working closely with Systems Engineers, Software Engineers, and Architects, this position provides an opportunity to have impact as part of a mis…",39.020767,-77.004626
Software Engineer,Leidos,"Washington, Washington, D.C.","washington, d.c.",WA,176395.25,206286.10688808325,3.6,85.51,"Job Description Description Are you ready to join Leidos all-star team? Through training, teamwork, and exposure to challenging technical work, let Leidos show how to accelerate your career path. Leidos has an exciting opening for you as our next TS/SCI cleared Software Engineer supporting a long-term DIA-NDOC DOMEX Technology Platform (DTP) contract. Working closely with Systems Engineers, Software Engineers, and Architects, this position provides an opportunity to have impact as part of a mis…",38.912068,-77.019023
Software Engineer,Leidos,"Hyattsville, Prince George's County",hyattsville,MD,201039.38,272226.6486120515,2.7,73.85,"Job Description Description Are you ready to join Leidos all-star team? Through training, teamwork, and exposure to challenging technical work, let Leidos show how to accelerate your career path. Leidos has an exciting opening for you as our next TS/SCI cleared Software Engineer supporting a long-term DIA-NDOC DOMEX Technology Platform (DTP) contract. Working closely with Systems Engineers, Software Engineers, and Architects, this position provides an opportunity to have impact as part of a mis…",38.941163,-76.935371
